,username,profile_link,rating,review_title,review_body
77,Mina,,4,Lo que aún no sabes del papel i-type,"Lo retro ha vuelto y parece que quiere quedarse. Después de muchos buscar y buscar información y diferencias entre el papel i-type y el Polaroid 600, no encuentro nada del otro mundo.La sensibilidad de estas casualmente está indicado en ASA que es lo mismo que ISO, nomenclaturas métricas de sensibilidad que son idénticas. Teniendo en cuenta que actualmente en las cámaras de super alta definición que cargan nuestros móviles este papel fotográfico tiene una sensibilidad/velocidad de 640 frente a la sensibilidad de 600 que tiene el papel Polaroid 600. La diferencia no es mucha, pero en las fotos se van a apreciar matices sutiles.Hay ciertas cosas que mi experiencia con las cámaras instantáneas me permite apuntillar:❌  Los cartuchos no se meten en el congelador, sino en el frigorífico. Lo pone indicado en las instrucciones pero están en inglés y pueden dar lugar a equivocación. La emulsión y la densidad del papel fotográfico se puede deteriorar y perder su funcionalidad si está a una temperatura por debajo de los 5°C. La temperatura recomendada es entre 5° y 10°, las que hay normalmente en un frigorífico convencional.❌ Las fotos NO se agitan. Eso es un mito y proviene de las primeras fotografías y antiguos métodos de impresión. Este nuevo modelo de papel i-type no necesita ser agitado como las maracas de Machín. Es más, si lo haces seguramente te cargues la foto.❌ No la perfores nunca jamás de los jamases. Ni la recortes. Aunque la foto esté hecha, no deja de ser un papel que ha reaccionado a ciertos químicos nosra poder tener impresa esa foto, cualquier tipo de malogro en el papel hará variar la fotografía. Pueden aparecer márgenes de color fucsia, se puede oscurecer ...❌ No la dejes al aire libre sin más. Aunque es un modelo nuevo de papel, tiene una metodología especial para ser revelado y las condiciones perfectas son a oscuras. Durante al menos 10 o 15 minutos. Exasperante lo sé, pero las prisas no son buenas consejeras. Hay mucha gente que se queja de la calidad de las fotos, que sale borrosa, arenosa, o sobrexpuesta dando por hecho que es una cámara como la que tiene el móvil en la que ves la foto al segundo. No, no es así. Muchas veces las fotos se echan a perder por desconocimiento. Es mejor echarla y muy rápidamente guardar la fotografía en el bolsillo trasero (pero acuérdate después de ella y no te vayas a sentar sobre ella más tarde) o guardarla en la mochila, en las páginas de un libro. Es como mejor va a salir❌ No esperes una foto FHD 4K. Será mejor que te mentalices con esto antes de echar una foto o antes de comprar la cámara para evitar disgustos. Las cámaras aunque sean modernas no dejan de ser analógicas, tienen lentes de otro tipo y la forma que tienen de absorber la luz es distinta por lo que no queda reflejado en el papel de forma tan fideligna. No te indignes si te pasa eso, es NORMAAAAL. Es uno de los rasgos más especiales de las cámaras como Polaroid y lomográficas y es que una foto no va a ser igual a la anterior, los filtros (no son filtros son efectos que ahora las apps tipo Instagram y Snapchat intentan reproducir y los llaman filtros) son únicos, no va a salir una foto igual a otra por más que lo intentes, los matices de colores son especiales y el toque retro vintage es genuino.✅ Vienen 8, no diez como en las Instax pero eso obedece a cuestiones de compatibilidad de cartuchos con las cámaras antiguas.✅ Se puede hacer fotos con doble exposición. Sí, has leído bien. Doble Exposición o lo que en la Lomo Bora Bora y en la Instax SQ20 llaman modo Bulb pero no es ni más ni menos que la unión de dos fotografías en un mismo papel, dos aperturas focales que se ""imprimen"" en la misma foto una sobre la otra. En este caso no se puede regular el tiempo de la apertura focal porque es automático pero sí que pueden salir fotos tipo lightpinting muy artísticas.✅ Tamaño: más grande que el tamaño Square de las Instax de Fujifilm. 10,7cm × 8,8cm contando con el marco. Es un tamaño que se presta mucho mucho MUCHO a unos mejores planos. Más detalle. Se pueden hacer selfies pero no al uso con la cámara porque tiene un objetivo que no enfoca a menos de 60cm por lo que es recomendable hacer fotos tipo retrato con un trípode.🙄Cosas en las que tiene que mejorar:🔹 Relación cantidad precio: la cámara ha perdido 2 fotos por cartucho, y aún así el precio de media por foto es de 2 euros en su precio habitual de venta. Afortunadamente he pillado una oferta y me ha salido a menos de 2 euros pero no mucho menos.🔹Acercarse a su competencia: sí bien es cierto que Polaroid y Fujifilm son competencia directa, los precios de esta última son más asequibles o al menos más ceñidos a lo que ofrecen. Yo no me lanzaría a comprarme una cámara de esta marca y sus cartuchos sin tener mucha idea de fotografía porque sería tirar el dinero y malgastar los cartuchos. 🔹Ojo con las fechas de caducidad. No aparece la fecha de caducidad al uso sino la fecha de producción y a partir de esa habría que contar con 12 meses de validez. Independientemente de que esté en la cámara metido el cartucho o en la caja sin usar. Se van a notar destellos en la imagen, puntos negros, y otro tipo de fallos si la película está pasada o fuera de fecha.🔹Ojo también con los rayos X, por si acaso. Las de Instax sí que reaccionan mal a los rayos X cuando pasan por los túneles de inspección en aeropuertos pero el embalaje está hecho para resistir los así que en caso de viaje es mejor llevar el cartucho sin poner o las fotos saldrán blancas.🔹Ojo con la luz. Las instrucciones son confusas te dicen que tengas el sol detrás para hacer las fotos pero no hace referencia a qué, si al objetivo o a ti mismo. Vale, re refiere a ti o a la cámara. Lo ideal para que las fotos salgan bien con la sensibilidad al máximo es tener el sol de espaldas y que el sujeto a fotografiar lo tenga de frente o como mucho de lado si quieres hacer un claroscuro. Pero NO que el sujeto tenga el sol detrás o la foto, repito, saldrá blanca."
78,Mina,,4,Papel B/W con el que hay que ir con ojo,"Lo primero, si tienes este cartucho, no lo abras estilo bestia y te deshagas del cartón que a simple vista parece inútil. Por dentro, si lo despegado con cuidado te vienen una serie de consejos muy útiles y necesarios si no eres un profesional de las cámaras Polaroid.Es importante puntualizar que este papel solo sirve para las Polaroid One Step (1, 2 Y Plus) y la Polaroid Now Y la Polaroid Lab DE AHORA, no las antiguas (que si aún no sabes cómo funciona, pásate por mi reseña para saberlo todo todito sobre esa nueva cámara)Es decir, si tienes una cámara Instax square y crees que este papel le sirve, no, no le sirve. Si tienes una Polaroid y has comprado papel cuadrado paranla instax de Fujifilm, tampoco sirve. Son cámaras distintas con procesos químicos distintos y los cartuchos no son compatibles.Hay que estar pendientes de la fecha de producción porque a partir de esa fecha la caducidad es aproximadamente de 12 meses dependiendo de las condiciones en las que lo tengamos.Si no lo vas a usar en un tiempo es mejor que lo tengas en el frigo, se mantendrán mejor. Si vas a viajar, no lo metas en la cámara ni lo abras antes de pasar por el escáner de rayos x o se velará y saldrá todo negro. Quizás con algo de amabilidad te dejen no pasar las cámaras por el escáner.Y ahora, las fotos. Si ya de por sí es complicado hacer una foto con una cámara Polaroid por varios motivos, el principal el precio, se le suma la sensibilidad de este papel. Es igual de sensible que el normal, tiene un ISO de 640 y aunque su velocidad de revelado es mayor, lo que pasa es que en este papel se agrava el contraste de blancos. Esto quiere decir que si la cámara tiene una sensibilidad media o alta pero no hay mucha luminosidad y el papel es en blanco y negro, saldrá oscura.Para que una foto con este papel salga muy muy bien tendría que ser con mucha luz, o natural o artificial, para que se vean más los contrastes de grises.El principal consejo es tener la fuente de iluminación detrás de nosotros como fotógrafos y de frente con respecto a la persona u objeto fotografiado. Si las condiciones climatológicas son buenas y no hay muchas nubes también admite una iluminación lateral y los retratos en blanco y negro saldrían como unos claroscuros muy bonitos y profesionales.Lo malo de estas fotos es que te lo tienes que pensar dos, tres y hasta cuatro veces antes de pulsar al obturador porque sale de media unos 2 euros por foto, ya que la caja tiene 8 fotos.Si se sabe usar bien tanto la cámara como el papel tienen un rendimiento bueno, es normal que si eres nuevo en el mundo de las cámaras instantáneas al principio te salgan fotos patata pero es normal. Puedes consultar mis comentarios anteriores sobre las que creo que son las mejores cámaras instantáneas del momento como la Instax Mini LiPlay y la SQ20 de Fujifilm o la Polaroid Now.¡Espero que sea útil mi comentario!"
79,Jason Jenkins,,5,Daughter is happy,"Bought our daughter a new type I-Polaroid  for Christmas only to find out Christmas day that the tight gits never included a film! It cost enough, thought it would have had a film with it lol. Anyhow ordered through prime as soon as I could, price was reasonable and delivery exceptional as always with Prime."
80,OGFuriousR,,5,iType is True to colour,"As always, a little too pricey for a mere 8 photos but I always have fun with my polaroid. This lot seemed to be more true to colour than the 600 film which can be a little on the pink side and I really prefer the black frame its so much more aesthetic."
81,Maria Elisa Moreira,,5,Amazing,Amazing
82,Kindle Customer,,5,Perfect for OneStep cameras,"Works perfectly with Polaroid's OneStep cameras. Pack of 8, arrived very swiftly."
83,Jolyon Ralph,,4,Still way too expensive,"I know instant film is a premium product, but it's still way too expensive."
84,M Jackson,,5,Time for a change,Nice to have a different colour border.
85,Steven E.,,5,Pricey film,A bit pricey but easy to use
86,Amazon Customer,,5,it is what it is,shame they are so expensive
87,john jones,,5,great pics,"value for money , and good photos"
88,Simoan,,5,Film,It’s film for a camera
89,Laura Fagan-Gaines,,5,Great product,Great value for money.
90,Yonathan Gal,,5,Nice matte colour feel,"Really nice film with a premium matte colour feel, I'll definitely get some more."
91,Douglas Wright,,5,Great,Only eight shots in a pack but that’s the choice you make when you get a Polaroid camera.
92,xxxxx,,5,Don’t buy if you have the vintage Polaroid cameras because you can’t use it,I’m a fool who didn’t read it! But just so no one else makes the same mistake! Please don’t buy it if you have the vintage Polaroid cameras!! It doesn’t fit in the camera! They are not compatible!
93,Shane Dwyer,,5,Very nice,I preferred the black and White to the colour film
94,Amelia Walker,,5,Good film!,"Arrived quickly, exactly what I needed!"
95,James F.,,5,Great buy!,Exactly what it says on the box. Best value Polaroid’s that I have found!
96,Chloe,,5,Always get these,I swear by these for Polaroid brilliant quality.
97,Maria,,5,Good,The package was a bit damaged but the film was in good condition. Pictures came out great so it had to be stored in appropriate temperature. Will order again
98,Amber,,5,Satisfied customer,Good stuff
99,Ana Rita França,,5,Perfect package,The package was perfect and the date of fabrication was in August (ordered in October). The condition was perfect.
100,Debora Monne,,5,I love it,Original Polaroid film
101,francesco camisa,,5,top product,top  product
102,Carolina,,5,Great!,Worked perfectly fine
103,Matteo,,5,Perfette!,"L'imballaggio è perfetto, i tempi di spedizione sono brevissimi, e comprando la confezione con 2 ricariche  (8 foto ×2) si risparmia un pochino, e considerando il prezzo standard dei film polaroid è un bene!Queste cartucce sono perfette per la polaroid 1step2, e per la 1step+!"
104,Rob Lionhart,,5,It worked well,It worked
105,alexis_lso,,5,Título incorrecto,El título dice 16 fotos pero en realidad son 8.Todo bien además de eso.
106,Marco (Dr.Stain3d),,4,"Buone le foto, a prescindere dalla confezione in cartone esterna","Le fotografie sono imballate bene ed arrivano sigillate, anche se non si può dore lo stesso della confezione in cartone esterna.Le foto vengono bene con polaroid ""one steap +"", buoni i colori e non hanno il difetto della striscia viola che ogni tanto capita.Consiglio"
107,Roberto,,5,Ok,Todo muy bien. Les diría que hagan caso omiso al comentario que hizo alguien anteriormente para que no se confundan porque la fecha que sale es la fecha de producción no la de vencimiento.
108,Yann p.,,4,Film instantané de bonne qualité,"Je vais essayer de vous donner mon avis le plus objectif possible. (La photo joint vous montre l'emballage d'une recharge film polaroid 6009 qui s'insère par l'avant de l'appareil)Pouvant réaliser 8 photos instantanées chacun soit 16 photos pour les deux recharges vendues ici, les films sont effectivement un peu chers. Effectivement les photos ressortent un peu blanches. Mais dans mes souvenirs d'enfance la qualité d'image des appareils photo de monsieur tout le monde était assez proche tout de même du rendu ici.Ainsi avec ces films vous retrouvez bien l'effet rétro d'époque. Selon moi, si vous cherchez un rendu à la qualité actuelle je ne pense pas que ces films et même les polaroids en général soient ce qu'il correspond le mieux.En revanche, si vous optez pour ces films, il ravira petits et grands, ami et famille, marquant instantanément vos moments magiques. J'ai pris l'habitude de conserver dans une boîte au moins une dizaine d'heures pour un résultat encore meilleur des photos. Il existe sans doute des films meilleurs mais globalement si vous aimez les photos rétro et que vous n'êtes pas très exigeant je vous conseille ces films qui feront l'affaire."
109,Andrea Guarino,,5,"Peccato il prezzo, però molte carine!",Premessa che difficilmente apprezzerete: il costo è alto. Ma per gli amanti della polaroid è un dato di fatto. Le pellicole sono molte carine perchè ricordano snoopy e la sua banda. Insomma mi piacciono un casino ed ora non vedo l’ora di provare quelle di topolino. Divertitevi come sempre
110,Sheila O.,,5,Cuidado con las sub y exposiciones,"Tengo la Polaroid Lab y he usado este pack para eso. Algunas fotos salieron con tonos distintos; moradas, grises, naranjas... supongo que es parte del encanto. Pero hay que tener cuidado con las luces de la foto, pues muchas de ellas las tuve que repetir porque quedaban muy oscuras!"
111,78_bebe,,4,Informiert euch!,"Alle die hier schlechte Bilder als Ergebnis haben und 1 Stern vergeben sollten verstehen, dass das mit so vielen Faktoren zusammen hängt. Angefangen bei der Lagerung der Filme. Am besrek im Kühlschrank. Allein das beeinflusst das Ergebnis schon. Auch die Kamera Einstellungen zu kennen ist ein Punkt. Wenn man Helligkeit, Entfernung,... nicht beachtet bekommt man auch kein gutes Foto. Und so lange die gekauften Filme nicht abgelaufen sind kann der Hersteller da ja nichts dafür. Es geht hier um das Nötige Vorwissen wenn man eine Polaroid Kamera benutzt. Informieet euch. Es gibt genug Videos auf Youtube. Der einzige Nachteil ist einfach nur der Preis. Aber diese Filme sind nun mal teuer."
112,giuseppe,,5,Proprio come le volevo,Arrivate in ottimo stato... Facilissimo da usare... Non sono scadute... (era una mia fobia) consigliatissimo
113,Bastilienchen,,5,Elegante Polaroids,"Dieser ""Film"" ist durch seine schwarze Farbe sehr elegant und macht die Bilder die entstehen zu etwas besonderem.Für diesen ""Spaß"" ist der Preis trotzdem relativ hoch."
114,Markel,,4,Pack de 16 fotos (dos carretes),Dos pack a un precio un poco más ajustado que comprándolos por separado. Internamente se incluyen dos carretes de 8 fotos cada uno. Buena presentación. Se aconseja conservarlos en un ambiente frio.
115,Valentina N,,5,Ottimo acquisto,"Si sa, le pellicole per la polaroid sono costose. In questo pacco si “risparmia” un po’ in quanto sono 2 pacchetti da 8 pellicole (16 in totale). Spedizione velocissima, imballo non proprio consono in quanto sono arrivate in una busta e quindi la scatola si è schiacciata un po’. Nonostante questo sono perfettamente funzionanti e mi ritengo soddisfatta dell’acquisto!"
116,Daniele,,4,Ma quanto costa??!!!,"Adoro le foto Polaroid, super vintage. Ma non ha molto senso recensire questo prodotto in quanto è l'unico ad essere disponibile. Costa un botto e sto sempre con l'ansia di sbagliare scatto e quindi di buttare via la pellicola. Mi avevano detto che non era super economico ma la Polaroid original one step è sicuramente la più costosa!"
117,Japu,,5,Blaustich und Flecken,"16€ für die Mülltonne und das schon zum zweiten Mal. Beide Male waren Bilder einfach nur blaustichig mit Flecken in den Ecken. Dabei habe ich alles beachtet, lagern im Kühlschrank, bei Zimmertemperatur aufnehmen und in Ruhe ohne lichteinfall entwickeln lassen. Nicht ein Bild sieht - farbig-so aus wie die BSP Bilder.Habe auch verschiedene Belichtungseinstellungen genommen. Schade."
118,LUCA,,5,Poco da dire,La qualità di Polaroid si conosce. Ho provato queste pellicole su consiglio di un amico fotografo.Il contrasto tra il nero della carta e la stampa in bianco e nero è stupendo.Ottima sia come idea regalo che per utilizzo professionale (mostre esposizioni ecc).
119,nino,,4,Pellicole in buono stato,"Ormai sono difficili da trovare nei negozi fisici, quindi già il solo fatto di poterle avere subito a casa è una grande comodità. Al di là di ciò le pellicole sono in ottimo stato, mi hanno quindi consentito di fare foto con la mia polaroid vintage."
120,Estefania Garza,,5,Todo excelente,"Nunca había usado pelicula blanco y negro en polaroid y resulto muy bien, lo interesante de la película es que no siempre salen con el mismo tono de blanco y negro, a veces se ven como más sepia entonces esta muy interesante usarlo, depende mucho de la luz donde tomes las fotos"
121,Cristiano Carlon,,5,Attenti alle chimiche,"Le nuove chimiche 2020 risultano con colori più saturi e scuri: quindi occhio alle impostazioni! Le foto in pieno sole e senza flash verranno sensibilmente scure... tuttavia sempre bellissime!Il frame nero è un tocco di classe, non c'è che dire."
122,NiA,,4,Prima,"Prima- etwas teuer, aber das war Polaroid schon immer.Nostalgie pur!"
123,Romain,,4,Trop cher,"C'est super d'avoir ressuscité les instantané mais les consommable sont horriblement cher.Même ici dans un pack qui était ""une bonne affaire"" cela reste cher c'est pour dire..."
124,Lucchini Alberto,,4,Soddisfatta.,"Ricariche perfette per la Polaroid, e pacchetto leggermente conveniente rispetto a comprarne due singoli separati.Unica nota negativa la confezione è arrivata un po' schiacciata, ma dentro le ricariche erano a posto."
125,Wolf Müller-Funke,,5,Alte Farben wie früher,Ideal - das alte Format mit den blassen Farben
126,Ambro Raffa Innig,,5,Azienda rinnovata grazie alla impossible,"Pellicole istantanee necessarie per le polaroid, hanno però un costo notevole, circa 2 euro per foto."
127,Michael Abbruzzese,,5,Polaroid=qualità,"Polaroid non ha bisogno di commenti, se cerchi un istantanea degna delMiglior film anni 80 con la risoluzione odierna su foto stampa allora hai un unica scelta. Polaroid"
128,OEZ SAVAS,,5,Sehr gutes Produkt,"Die Filme sehen sehr schön aus.Kleiner Tipp für die, die es noch nicht wissen:wenn es beim entwickeln des Bildes warm ist,bekommt das Bild einen leichten Bräunlich Gelben Stich (➡️ Sehr schön)."
129,Luis,,4,Foto bellissime ma troppo costose,non capisco perche il bianco nero costa piu del colore e perche comprando pacchi con piu rullini invece di risparmiare costano di piu ......foto bellissima ma comunque costano troppo
130,daniele,,5,INTRAMONTABILI,"Your browser does not support HTML5 video.


   Le classiche pellicole polaroid con cornice bianca, sono un evergreen per gli amanti delle foto stampate."
131,gioia,,5,"Ottimo, anticipo",Pacco arrivato con tanti giorni di anticipo.Perfette condizioni.Pellicole per polaroid onestep+
132,Emmanuele,,5,Tutto ok,Prodotto arrivato con larghissimo anticipo rispetto ai tempi previsti. Non ho ancora avuto modo di provare le pellicole ma il prodotto corrisponde perfettamente a quanto descritto dal venditore.
133,Nati,,5,Muy bonitos,"Chulismas el marco de colores degradados, un marco azul degradado, otro Roda degradado... para fotografías de mis hijos han quedado chulisimas💖"
134,Cliente Amazon,,5,"Resa dell'immagine ottima, finitura del bordo elegante","Le pellicole sono arrivate in tempo, la data di produzione è 02/2020.La qualità dell'immagine è ottima, nessuna posa ha presentato difetti.Il colore nero del bordo le rende eleganti e diverse dal solito.Le pellicole funzionano solo su macchine Polaroid ""i-Type"" recenti e non su quelle vecchie"
135,Diego Simangas,,4,Caro,"Es lo que dice ser pero me parece un precio alto por una foto, en el parque te cobran 3 euros por la foto y no tienes que comprar la camara."
136,Anja,,4,Schlecht beschrieben.,"Leider war die Beschreibung nicht gut aussagekräftig, sodass dieser Film nicht in meiner Kamera passte. Jetzt ist er geöffnet und kann nicht zurück gesandt werden. Also ein Fehlkauf, trotz richtiger Eingabe der vorhandenen Daten. Schade."
137,Treesse,,4,Non compatibile,Ottima rapporto/qualita prezzo.Purtroppo non era compatibile con la nostra apparecchiatura. Comunque la pratica reso è andata benissimo!
138,Stefano,,5,"Scatola esterna rotta, ma pellicole integre.","Una volta aperto il pacco ho notato che la confezione estetna gialla era tutta rotta e spiegazzata, però le pellicole dentro son regolarmente chiuse dalla plastica."
139,chiara83,,5,Ottimo rapporto qualità prezzo,Sicuramente la confezione più conveniente! Le foto con la mia Polaroid vengono benissimo.Spedizione top come sempre
140,Cliente Amazon,,5,"Imballaggio integro, prodotto recente, qualità ottima","Utilizzo le pellicole Polaroid iType sulla mia ""Onestep 2"".Questo ultimo pacchetto ordinato è arrivato con tempismo perfetto.Mi è stato consegnato imballato correttamente e senza ammaccature.Il prodotto inoltre è molto recente, la data di produzione è 07/2020."
141,Mirta,,5,Buenas fotos !!!,"Se lo co.pre a mi hija para su nueva cámara polaroid y esta muy contenta con las películas, hace muy buenas fotos !!!"
142,Andrea,,5,Che emozione!,"Pellicole arrivate in tempi rapidissimi, come normale aspettarsi da Amazon. Scattare con la Polaroid è proprio un'emozione!! Utilizzarle è facilissimo, è sufficiente inserirle nella macchina e poi aspettare. La foto si sviluppa in maniera totalmente autonoma in circa 10/15 minuti!"
143,Alberto,,5,Buon prodotto,"Buon prodotto pe rchi ha nostalgia delle vecchie Polaroid. Spedizione veloce come sempre, Amazon è una garanzia."
144,pilar,,4,buena calidad,me parece un productor caro para lo que es pero es el precio que tiene. la calidad de la foto muy buena
145,Jennifer T.,,5,Great product for a great price!,Great quality. Box came a little damaged but did not affect the film whatsoever. I would suggest sending the box of film in something more sturdier than a bubble wrapped envelope. Overall very impressed with this product and will be ordering again when my last pack of film is used!
146,Angela,,5,Imballo non idoneo,"Le pellicole arrivano nella confezione ""schiacciate"" per cui si inceppa la pellicola nella Polaroid (fotocamera). Mi è successo troppe volte per cui dovreste imballare meglio e non inserirle in un semplice cartone piatto... Va rivisto cortesemente l'imballo di spedizione. Grazie"
147,JG,,5,La mejor opción.,"Me resultó una gran oferta por 40 fotos. El precio es algo elevado, así lo son los repuestos i type film de Polaroid, sin embargo este paquete me resultó ""moderadamente barato""."
148,Jose Ramirez Velez,,4,"Buen producto, pero algo caro","Producto esperado y en plazo, quizás precio elevado! Desde que Polaroid fue comprada no tiene nada que ver"
149,Saba Vittoria,,5,Sempre troppo costose,"Niente da dire, le pellicole ottime...Il prezzo eccessivo, spero di trovare un alternativa"
150,Anna Maria,,5,prodotto perfetto,prodotto perfetto
151,De Matthaeis Michele,,5,ottimo prodotto come da descrizione,originali per polaroidProdotto arrivato nei tempi previstiA+++
152,Erica,,5,Perfetta per foto vintage,"Acquistato per la mia One Step2 ed è perfetta, sono 8 pellicole tutte di colori diverse, una garanzia come ogni altro prodotto originale polaroid"
153,Rafael Acuña Lopez,,5,Buen toque para las fotos,"Llego en un buen estado y rápido, en cuanto a la calidad del producto es la mejor , le da un buen toque a las fotografias, si eres fan de Peanuts es un buen producto para tus fotos."
154,Maria Pia De Francesco,,5,Classifiche pellicole i-type,"classiche pellicole i-type, non capisco le recensioni negative a me il pacco è arrivato integro... unica pecca il prezzo troppo alto per sole 8 pellicole..."
155,izac eric,,4,super padres,el marco de color metalico le da un plus extra a las fotos y un estilo incomparable
156,Amanda González Fernández,,4,Bien,"Caras, como todas. El borde es dorado y el fondo de la foto tiene tonos así ."
157,Fausto,,5,Venditore molto affidabile e veloce nella spedizione,"L’articolo è arrivato integro senza nessun danno visibile, le foto vengono benissimo come già sapevo dato che non è la prima volta che acquisto da questo sito"
158,Kel,,5,Great,Great product and you save money compared to the individual packs
159,Cliente Amazon,,5,consigliate,rapporto qualità prezzo eccezionale! sono molto molto belle!
160,Luca,,5,Polaroid pellicole,Prodotto perfetto per scattare foto istantanee. Dopotutto parliamo di Polaroid .Le foto escono benissimo!
161,Juan Hdz,,5,Excelente,Este producto es para aquellos nostálgicos de los años maravillosos (70s y 80s)
162,Giulia T.,,5,Le consiglio,"Perfette per Polaroid one step 2, arrivate molto velocemente"
163,Ricardo S.,,5,por 12 euros es una buena compra,"polaroid son buenas maquinas, mas pagarlo 20 euros por 8 fotos no me gusta, has pagado en una promocion 12 euros , es un valor mas amigo e vale la pena"
164,Alice Parisotto,,5,Consigliatissime,Sono veramente belle come cartucce e le foto vengono spettacolari
165,Mlenavnessa,,4,"Verpackung leicht beschädigt, sonst top",Die Verpackung kam leider etwas beschädigt an. Ansonsten bin ich sehr zufrieden
166,ValentinaNanci,,5,Spedizione celere,Arrivato quasi subito nonostante le restrizioni e le vacanze natalizie di mezzo. Perfetto
167,Manuele Scardaccio,,4,Più cura del packaging,"Convenzione un po’ malconcia in quanto accatastata alla bene e meglio all’interno del pacco, non l’ideale visto che fa parte di un kit regalo. Per il resto tutto come d’articolo."
168,Leonardo G,,4,Non male,Il prodotto è valido soprattutto quando scontato. Lascia a desiderare il fatto che il costo di una foto è di due euro però parliamo sempre di una bella foto vecchio stile.Il packaging non è il massimo.
169,Jaume Alomar,,5,Aconsejable.,"Pedido correcto, siempre usamos esta marca de papel y hasta ahora estamos muy contentos. Si que es verdad que son caros pero de una calidad estupenda."
170,Costas,,5,Stupende,Arrivato in 4 giorni. Pellicole usate per le foto natalizie. Ottima qualità. Molto soddisfatto. La cornice nera particolare se si vuole cambiare dal classico bianco. Consiglio.
171,cleto civita,,5,spedizione molto accurata prodotto perfetto,spedizione velocissima ed accurata. ho dovuto però restituirlo perchè ho sbagliato tipo di pellicola.
172,Cliente Amazon,,5,Affidabile,Il prodotto è così come descritto nella descrizione e raffigurato in foto.
173,Laura20,,5,Il pacco da 5 ti permette di risparmiare,"Ottimo, ho scelto questo prodotto e non la confezione singola per risparmiare sulla carta della polaroid che di per se è già molto costosa ( 2 euro a foto)"
174,Luis Miño Picallo,,4,Perfecto pero caro,Funciona a la perfección pero para ser solo 8 fotografías considero que es excesivamente caro
175,alberto,,4,Quello che mi aspettavo,Prodotto conforme alle aspettative
176,ALKO,,5,Marco negro,Cartucho de Polaroid marco negro. Todo ok. Pero vino un poco chafado(sin dañar el producto final).
177,Bastilienchen,,5,Schöne Farben,"Dieser Film ist definitiv ein Hingucker. Wenn man noch etwas Übung mit dem Fotografieren hat, kann man damit durchaus sehr tolle Fotos zaubern."
178,Roberta,,5,Ottimo qualità prezzo,Arrivato in due giorni... Con uno sconto. Ottimo fornitore. Consiglio
179,Erica,,5,Polaroid sempre una garanzia,"Acquistata per la mia One Step 2, è perfetta per foto vintage rese ancora più eleganti dal bordo nero"
180,Mattia Vola,,4,Facili da usare,"Molto semplice da usare e veloce. Le foto vengono con lo stile delle vecchie polaroid, per cui non hanno colori limpidissimi."
181,Federica,,5,Polaroid Snoopy,Prodotto arrivati in ottime condizioni! Arrivate in anticipo
182,Gabriele,,4,Top ma care,Un po' care ma qualità top
183,Michela Di Gaspare,,5,Fantastiche,Scattare con una polaroid è un’esperienza fantastica! Pellicole non scadute e ben impacchettate!
184,Michele Messina,,5,Stampe per LAB,Perfette. Imballo ok prezzo ottimo. Da riprendere
185,KATHRIN DONNER,,5,TOP,"Tolles Produkt, das ich wieder kaufen werde!"
186,Mirey,,5,Super,Es kommen gute Bilder raus.
187,Federica,,5,Ricarica Polaroid bw,Prodotto arrivato in anticipo  e in ottime condizioni
188,Amazon Kunde,,5,Top,Alles super wie immer!
189,pablocesar,,4,Buen pack,Buen pack de 2 cartuchos de 8 para imprimir las fotos. Yo la uso en mi polariod lab y van perfectas
190,Claudia ,,5,Consigliato,Arrivato in condizioni perfette
191,Sandra Monfret,,5,Muy rápido,"Me llegaron al día siguiente, eso sí ... la caja estaba algo chafadita. No las he probado aun pero espero q vengan sin defecto."
192,Vincent,,5,Ok,Ottimo prodotto
193,Leandro,,5,ottimo,ottimo aquisto imballaggio perfetto
194,Pierre C,,5,Très bon,Tel que décrit
195,Federica,,5,Ricariche polaroid,"Prodotto arrivato integro, arrivato in anticipo"
196,Christopher Zeri,,5,Occhio al corriere,Il prodotto perfettoPeccato che il corriere ha lanciato il pacco oltre il cancello di casa senza suonare e se ne è andatoMaledizione totaleNon si lavora così
197,Cliente Amazon,,5,Fotos chulas,Muy practico
198,Vincenzo G.,,5,Vintage,Ti riportano indietro nel tempo. Attenti alle luci e avrete grandi soddisfazioni.
199,Macpik,,5,Perfette,Perfette
200,ndeli,,5,Worth it!,All photographs were dated within this year - has concerns food out of date film but that dishes come to be an issue!
201,Sherry-Lee Toku,,5,Exspensive but as described,As described
202,Barbara,,5,Ottimo,Ottimo
203,Amazon Kunde,,5,Super schnelle Lieferung,Super schnelle Lieferung! Haben vor Sylvester nicht mehr damit gerechnet und was soll ich sagen... das Packet kam noch vor Sylvester an! Einfach nur TOP!
204,Alice Parisotto,,5,Buone come sempre,Buone
205,marcello vozza,,5,Bello,Bello
206,Vincent,,5,Ok,Good
207,Leonardo,,5,Prodotto ottimo!,Rispetta la descrizione ed è buon prodotto. Il prezzo per queste pellicole è comunque alto a mio parere.
208,Amazon Kunde,,5,Top,Alles super
209,Mattia,,5,Ottimo,"Ottimo prodotto, ricevuto nei tempi previsti e di ottima qualità. Consiglio a tutti. Ottimo imballaggio di spedizione"
210,Gabriele,,5,Molto belle!,Sono fantastiche! Il frame colorato è mille volte meglio di quello bianco delle pellicole standard
211,Anna Maria,,5,prodotto ok,prodotto ok
212,Nina,,5,soddisfatto,Il prodotto ha soddisfatto le aspettative
213,Jaime Costa Sánchez,,5,No para polaroid 600,Apta para polaroid
214,Yasmine Ponsillo,,5,Bello,Le pellicole hanno un effetto “foto vintage “Solo che costano troppo 😂
