,username,profile_link,rating,review_title,review_body
50,Julie,https://amazon.com/gp/profile/amzn1.account.AEMY2KKYXFXM572M4JO3D3SK2WJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,GREAT smoothie blender,"I Have to say I love this blender! It is so easy to use and easy to clean. The best part is the ready to use containers with very little cleanup. So easy... just remove the blades and add the lid and Wallah its that easy!!! Your ready to go! Also the power is great! No problem bending ice or frozen fruit. I also bended some fresh spinach, eggs and other vege""s and it blended so easily! I just love the red sheerness too. It goes well with my kitchen."
51,Lamb28,https://amazon.com/gp/profile/amzn1.account.AERUFFM2B4KV6URCTAGY4AICV24A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Very sleek Little Blender!,"Got this for smoothies and cocktails and this fits the bill. It is small, easy to clean and doesn't take up much space in my cabinet. The nice part is it has two size cups for smaller drinks on the go. I was also pleasantly surprised how sturdy the base was.  It whips up a smoothie with ease. I'm very happy with my new purchase!"
52,karleen j kendall,https://amazon.com/gp/profile/amzn1.account.AE7XCBAHLWUWONX5LWMALMU64NBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Great product!,Really like this blender. The kids make smoothies everyday. We usually use the nutribullet. This one is much quieter. Love that the cups come with lids and are slim enough to fit in a cup holder. Very happy with the purchase.
53,Anonymous,https://amazon.com/gp/profile/amzn1.account.AES7QJQQC7BXNTJGATAO6HFK52ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Worth the $$!!3,"Your browser does not support HTML5 video.


   This little machine is cute powerful , its just what I wanted. It even came with an extra rubber washer. Thank you!! Love it!!"
54,mei,https://amazon.com/gp/profile/amzn1.account.AEKICZB4WJV34SZUBTILHY4WNEBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Would recommend,This blender works really well for making smoothies. I have used it for a few times with frozen fruits since getting it and it blends everything up evenly. I like how it comes with two different size cup and they have a cap for it so I can bring it on the go with me. I like how it just comes with enough things that you need so it’s easy to store and doesn’t take up a lot of space.
55,Jennifer Krogmeier,https://amazon.com/gp/profile/amzn1.account.AGBKZ43CJJQMSQS6IASI5Q5FXNLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,nice little blender,"I was looking for a small, easy to use blender to make fruit smoothies. This one does the trick. Not super powerful, but capable enough to make single-serving smoothies. My first blend didn't go so well, but after adding a bit more liquid it did exactly what it should do. Frozen fruit, coconut milk and bananas blend up nicely. I like having control over the sugar content."
56,kkim,https://amazon.com/gp/profile/amzn1.account.AEDSJFDVP4IEAQP6KD3CR4Y6RYCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Perfect performance for good price,Amazing blender. Does exactly what I needed. Breaks up ice smoothly and pulverized with fruit with plenty of power. Not too loud either.
57,Ed,https://amazon.com/gp/profile/amzn1.account.AET3FQI3G5B5ZYHPXHAU52Q6C2VQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Compact - Convenient - Change the cap and take your smoothie to go!,"My wife wanted a compact, simple smoothie blender where she can blend her healthy green breakfast ingredients fast, and just change the cap and rush out with a sturdy, sports water bottle to start her day. She likes the quality of the components because her old blender felt flimsy, and this new one feels sturdy and light weight. It doesn't take up a lot of space and it works fast, so she's very happy with it."
58,Dain,https://amazon.com/gp/profile/amzn1.account.AG7XITV6SZHASBHCNREGGVJ2UJLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Great budget-friendly blender!,"I always had my doubts about budget friendly blenders since they usually come with their fair share of troubles. However, with this blender, I got more than I expected!. It works great for smoothies and comes with 2 different sized bottles depending on the amount you want to blend. I used frozen strawberries and blueberries with ice with no trouble. Would purchase any of their products seeing as how this one turned out to be."
59,Smarika Bista,https://amazon.com/gp/profile/amzn1.account.AFHICAIEXPWL4W2Z45ILSWLHG5DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Absolutely  Wonderful!!,"I love this blender. Comes with 2 different size jars. Works so smooth. I used it to make banana, chocolate and oats milkshake and everything were blended perfectly. I think this is one of the best products I have purchased in a while. The color is also so great. Shiny Maroon. You want to put this blender at the center of the kitchen where the eyes go immediately. LOL, I am not kidding. I love it, and highly recommend this product."
60,Betty Mungia,https://amazon.com/gp/profile/amzn1.account.AFSWNBJMFX7W4KFLFJ3LQL7YSM5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Great little blender,I love this blender. Great little space saving blender for the price and efficiency. Bought another one almost like it but had to hold down button to keep it going. This one has speed levels as off/on and also a pulse if you just need it for a few seconds.  The sheer tumblers are ready to grab and go!
61,sharon k.,https://amazon.com/gp/profile/amzn1.account.AGZSTPIBCCIJJQYAVE4IVBT3LEYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,4.0,Attractive and Easy to Clean Red Blender!,"Overall, I really like this blender! It’s a perfect size for a personal smoothie and the red color makes it unique. I’ve noticed that when I try to blend frozen fruit or ice, I need to cut it up in small pieces or add gradually to get it to fully blend which is the only reason I did not give it the full stars. I don’t regret my purchase though and I use it almost daily with no issues!"
62,Thamer Rushaidat,https://amazon.com/gp/profile/amzn1.account.AGLAYJ3HZ7GH2CDGWTHM2VIGJDMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Very Interesting Product,"10s Fast Blending, 3 Adjustable Speeds, Easy to Operate with Rotary Switch, 20oz & 10oz BPA Free Bottles4 Sharp Stainless Steel Blades, Portable for Outdoors with Travel Lid.It has it all."
63,devora,https://amazon.com/gp/profile/amzn1.account.AHTDZIYBCYSQHPI65HSR5OALT7WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,looks great on my counter!,I ordered this smoothie blender and love it.  I is well made and the motor is very strong.  It has 2 containers so i can make a smoothie and take it to go.  I blended fruit and nuts and it worked great.  It is super easy to clean as well.  I highly recommend this blender.
64,A. White,https://amazon.com/gp/profile/amzn1.account.AH6WFSKA46VSIYCKWOU63773CGAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Perfect for a small kitchen.,"This tiny blender is fast, has a fairly quiet motor, and is a perfect fit for small kitchens or for taking with you on trips. i also really appreciate the extra rubber gasket! the travel lids seal to the cups (which might i add, had absolutely NO smell out of the box!) quite well. no complaints form me on this one!"
65,Susan,https://amazon.com/gp/profile/amzn1.account.AGSCXMJYHCTDAGGXF5MG6RKYHSXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,This is a blender and works great.,I received this blender and was excited to see I could blend my ingredients and take with me on the go. No need to dirty another glass. This made for cleanup so quick and easy. Love this!
66,Delawhere23,https://amazon.com/gp/profile/amzn1.account.AGSJQRIUXLROAEQPJPYL3U3LLTFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Nice size blender for drinks,"This is a nice size blender for making drinks. We also have a Nutri Ninja that is much bigger and has more features. But this blender fits on the counter better and is simple to use. The drink cups seem sturdy enough and everything disassembles easy for cleaning. Easy to use switch has three speeds; pulse, slow and fast."
67,Jack'Que Shaffer,https://amazon.com/gp/profile/amzn1.account.AFQJ2IQRHJ2K4APSMGZRUO4JZ2GA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Amazing Blender,"I use this blender everyday for my after workout smoothies and I have to say is that it’s wonderful. At first I was a bit worried about it performance because the blades were not sharp at all, but surprisingly it blended up all my frozen fruit perfectly!"
68,ivana,https://amazon.com/gp/profile/amzn1.account.AHY2D4YNBJXK3OBGVCRZ2IKKYDPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,A mus have!,"Will be replacing all my blenders .. easy to use, easy to wash.. size is perfect for storage!! You must have it! 🙌"
69,Claire Joseph,https://amazon.com/gp/profile/amzn1.account.AFZCKPSU2JSRD5M33YWH3MBKCMXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Love my new Smoothy blender,Never thought of a smoothy blender - this one is very convenient with two sizes of travel cups.  Powerful and easy to use.  I love it. And it just gets better the more I use it. Really helping me lose weight and deliciously satisfying.
70,Gabriela Forero Duarte,https://amazon.com/gp/profile/amzn1.account.AHEXVRLIBTRUYALSFCCB3ARDYQDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Práctica de usar y adecuados tamaños de los vasos para un buen batido,"Your browser does not support HTML5 video.


   No es ruidosa y las porciones son adecuadas y el tamaño de los termos es adecuado y sencillo para cargarlos. Estoy a gusto con ella, la seguiré usando.  La mezcla contiene, uvas, moras y fresas congeladas con chia y avena por lo que preparé la bebida en dos licuadas par no sobrecargar el motor."
71,Amazon Customer,https://amazon.com/gp/profile/amzn1.account.AHG5AFIQKCXPQTBPNVC5654Y4RTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Great product for making individual drinks quickly!,"I no longer wanted a large blender on my counter but needed a small compact size to do individual smoothies.  It really meets my needs - small, able to blend ice and frozen fruit, and easy to clean.  Sometimes I need to do an extra minute of spin to blend but worth this little extra time to have the other conveniences."
72,Nickie,https://amazon.com/gp/profile/amzn1.account.AF3IEUFLNYAEQMF6QC75Q72VMOXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2.0,Got stuck,Good blender but the blade kept getting stuck inside of the bottom part and I’ve been unable to get it out this time.
73,Melissa,https://amazon.com/gp/profile/amzn1.account.AFLPMZNE2SMB27FI2EWPJHH2VRZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Love it!!!,This is great for smoothies! Easy clean up and love the different size cups that allow you to blend right in them! What a great product for a great price! Couldn’t be happier!!!
74,Sergeline Bernier ,https://amazon.com/gp/profile/amzn1.account.AG7IX6TPZM3LT23A7ZS4QYUJRXTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Powerful blender.,"I was the perfect size, not taking to much space. Is it blends very powerful and I love that it comes with a large cup and a small cup. This is a Kitchen must have. Clean afterwards is a breeze."
75,Scott M. Moe,https://amazon.com/gp/profile/amzn1.account.AEJ2RYJLD7YJKY2L5LXAXJPS7TKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Great smoothie blender!,"I've used it every morning since it arrived and it works great. Mix of fresh and frozen fruit and it comes out smooth every time. Base is a nice size, doesn't take a ton of counter space. Having 2 different sized cups is handy as well. Great product, would recommend!"
76,Joanne M Hayes,https://amazon.com/gp/profile/amzn1.account.AH6XWF3RE7AABAGGJNUWPRIP3AIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Satisfied Customer,Works GREAT.  This is a must for Smoothies in your kitchen.
77,Sarah J Slowik,https://amazon.com/gp/profile/amzn1.account.AEF7BNQTQTUTPYIVRMXVEP6VGGDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Great blender for smoothies and milkshakes!,"Great blender for smoothies and milkshakes especially when short on time It has more than enough power for blending any type of fruit, vegetable, or ice. It is easy to clean and having multiple to go containers is a great feature. The instruction manual also contains a few smoothie recipes."
78,Amazon Customer,https://amazon.com/gp/profile/amzn1.account.AH2GLXHMBSEMMBZOEYQ3Q74QS4EQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Great product and I love the colour,"Love it, it’s doing exactly what I wanted it to do.  It’s sleek and doesn’t take up much room"
79,Normal,https://amazon.com/gp/profile/amzn1.account.AEZ2EOCIFNZEDF2NVUHNJ7G2N7YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Great powerful small blender,Love trying new smoothie recipes with this blender. So much easier to clean and measure than my vitamix
80,Zebulun James Frazee,https://amazon.com/gp/profile/amzn1.account.AGXHWPNISQEKP6AXXWMIW7SNFQ5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Versatile and Easy to Use and Clean,Excellent product with durable portable bottles with strong lids for travel.  Blends well and has multiple settings.  Easy to clean and easy to store. Very versatile and easy to use for a variety of different recipes.  Overall a great product!
81,Joseph Santone,https://amazon.com/gp/profile/amzn1.account.AHUSOX6FPMNIDRHDJXOVRCTS2DVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Love My Red Machine,"I love this little blender. It arrived today and I made a fruit smoothie. Yum. It blended perfect and clean up was a breeze. I can wait to try a variety of drinks and yummy milkshakes with this little marvel . Love the look, especially the red color."
82,Jean,https://amazon.com/gp/profile/amzn1.account.AEX7FC6IIDXQSQTM6UWDJI43K2OQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,"The perfect mix between stylish, simple to use, and practical","Insane amount of value for the price. I needed a blender for my protein shakes in the morning and this is exactly what I been looking for. Red color looks pretty slick in my kitchen, and the blender crushes ice with ease. Also extremely practical when you can just change the lid and go on your way. Recommend it!"
83,Robert,https://amazon.com/gp/profile/amzn1.account.AFXKHKUI4CG3SV2IDAHGY7ELYH3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Looks modern,"Was just as expected, looks nice and modern. The jars are thin plastic so I worry they will wear fast."
84,MM36,https://amazon.com/gp/profile/amzn1.account.AFBPQLJDQ4DYCKSOJXCZPNVK4OBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,BUY IT NOW,Very fast and easy!! I’m amazed that such a little blende could be so powerful. The set up was super easy and it blends perfectly.....I would totally buy it again and the price was great!
85,AG,https://amazon.com/gp/profile/amzn1.account.AEHDIHWQ3ID7BGYR6RKNY5VYXL3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Above expectations!,This blender is small but strong like a large one. Highly recommended!
86,Amazon Customer,https://amazon.com/gp/profile/amzn1.account.AE2BCTYB7HXMQIUAIC5JZDET5F3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Great buy,It is a great buy. I truly enjoy using it. Recommend this product
87,mona,https://amazon.com/gp/profile/amzn1.account.AGT4IFPCZKYZ22B4VWIXAJ4TZNZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Quality,"I like that it's not too noisy, blends great and doesn't move when blending. Easy to clean."
88,Wendy C.,https://amazon.com/gp/profile/amzn1.account.AE66E4TAVKLYRAPRGMDBKP7X5ARQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Powerful!,"This little gem is more powerful than it’s counterpart the Nutribullet and has 5 blades be the Nutribullets 1 blade, which makes it more efficient in my opinion. It mixes the shakes I use with my meal plan with ice flawlessly. Definitely recommend!"
89,Galina,https://amazon.com/gp/profile/amzn1.account.AEABJPMRBMWJMLVZCWYC3W5AJ3IQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Just perfect !,"Perfect blender! Compact, fast, not loud! Easy to clean. Extra bonus it looks stylish on my kitchen ! My hubby and I love it 👌"
90,Aido,https://amazon.com/gp/profile/amzn1.account.AFUDM577RUT5V2NSWFKCLMPPU2NA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,"Compact, easy to clean blender...","I’ve been using the HadinEon blender in the morning’s to make fruit smoothies. It’s a Nice compact machine & comes with 2 L/S  to go bottles. So far so good, I’d recommend this blender. A+"
91,Elise,https://amazon.com/gp/profile/amzn1.account.AHKCLUNIL7VRKAUVWJXACJ3WC45A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Great compact blender,"This blender is a great, small compact alternative to a traditional blender. I actually use this to blend rice, barley, chicken, and vegetables together for my dog. Much easier to clean and get the food out compared to a regular blender!"
92,yoojung,https://amazon.com/gp/profile/amzn1.account.AGHVNRE6WWH4JYLH2F6UZBK4MJLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Love this color and how it works!,"It is definitely worth it!!!First the silvery red color is awesome.And 8 just blended 15second of frozen banana, strawberry and milk and ta-da!Look what I got !It is powerful, fancy and the price it is great deal."
93,Aubrey,https://amazon.com/gp/profile/amzn1.account.AGKUXSQ4PZSTMSYFQ6AQ7UZF5JAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Nice Little Blender,"This is a great compact blender for people on the go. It's powerful, easy to use and clean plus it has a great warranty. Highly recommend!"
94,trish w,https://amazon.com/gp/profile/amzn1.account.AG56DHHPMT2J4U4HF4QWQ5TADAKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Perfect size. Not too big and not to small. Love the travel cups.,"I had a bullet before but like this better because the cups or great to run out the door with. Light, BPA free and the whole set is very pretty on my counter. Works great!!!"
95,Amazon Customer,https://amazon.com/gp/profile/amzn1.account.AGUSEO4XXGCNCCRQTQDPJH2AZUBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Definitely Recommend!,This blender is awesome. Bought it for my protein shakes in the morning. Blends crazy quick and smooth! The two size bottles are perfect too. Quick and easy. Great product!
96,Allison,https://amazon.com/gp/profile/amzn1.account.AGZLWSBZPFO7UTOOP4Y7VPGFCLPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Sleek design and great value,I use the blender in my AirBnb and my guest love it.  It's so nice to have such a handy and unique offering...Next is one for me...
97,real buyer Oct 2020,https://amazon.com/gp/profile/amzn1.account.AH6KUJZAMHJVJAPXQUWJMQHUT2CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,"powerful motor, 3 speeds, easy to clean.",A sufficiently powerful motor makes the device efficient. It has 3 speeds so you can adapt. It is very easy to clean.
98,Subhash Ramachandran,https://amazon.com/gp/profile/amzn1.account.AGTWOKQLQUIQDHOYIDYHOW4YU25Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Perfect blender,I always make smoothies and this is the best blender I purchased so far. Would highly recommend this product.
99,Prabhu Kiran,https://amazon.com/gp/profile/amzn1.account.AGN7SYIW7L7VMF5AZJGMMCUC2PIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,5.0,Excellent Blender !!!,Great smoothie blender. Perfect for one or two servings at a time. Blends like the more expensive models. Blender has three levels of blending which is really coolEasy to clean and compact storage. Highly recommended.
